Experiment,Institution,Accession,SeedSource,LineType,Treatment,Facility,Rep,Flat,Row,Col,SowDate,seeds.sown,germinants.7d,germinants.14d,TransplantInfo,BoltDate,diameter.at.bolt,days.to.bolt,Germ.Bolting.Comments,inflorescence.height,mainbranch,ttl.maininfl.branch,basal.branch,branch.basalbranch,fruitnum,aborted.fruits,basalfruit.length,midfruit.length,upperfruit.length,avg.fruit.length,HarvestDate,HarvestInits,Harvest.Comments,Outlier1,Outlier2,Resolve?,SeeComments,Resolved?,Action
BC_Expt3pt6,BC,SALK_119334C,BC_SF10_0348,MUTANT,control,BC-GC1,1,2,F,1,5/24/2016,3,3,3,,6/28/2016,40.71,35,,28.2,2,3,2,4,103,32,12.94,13.11,7.55,11.20,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_108660C,BC_SF10_0185,MUTANT,control,BC-GC1,1,2,F,2,5/24/2016,3,3,3,,6/28/2016,32.41,35,,16.4,2,6,6,12,30,115,8.51,7.08,10.12,8.57,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_108145C,BC_SF10_0177,MUTANT,control,BC-GC1,1,2,F,3,5/24/2016,3,3,3,,6/27/2016,30.32,34,,29.4,2,2,3,6,90,97,10.61,11.42,8.53,10.19,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_111347C,BC_SF10_0227,MUTANT,control,BC-GC1,1,2,F,4,5/24/2016,3,2,3,,6/26/2016,33.05,33,,28.8,1,1,4,6,97,57,13.12,9.73,10.47,11.11,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_109389C,BC_SF10_0199,MUTANT,control,BC-GC1,1,2,F,5,5/24/2016,3,2,2,,6/22/2016,28.19,29,,30.6,2,5,3,7,132,56,11.55,10.41,11.00,10.99,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_116332C,BC_SF10_0298,MUTANT,control,BC-GC1,1,2,F,6,5/24/2016,3,3,3,,6/29/2016,36.11,36,,8.4,2,2,4,7,0,77,,,,,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_120442C,BC_SF10_0369,MUTANT,control,BC-GC1,1,2,G,1,5/24/2016,3,2,2,,6/26/2016,49.38,33,,31.1,1,1,2,5,94,43,14.41,11.07,8.97,11.48,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_109947C,BC_SF10_0204,MUTANT,control,BC-GC1,1,2,G,2,5/24/2016,3,3,3,,6/27/2016,42.15,34,,30.3,3,6,2,3,120,47,10.46,13.28,7.92,10.55,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_119551C,BC_SF10_0352,MUTANT,control,BC-GC1,1,2,G,3,5/24/2016,3,3,3,,6/20/2016,33.37,27,,31.7,3,7,2,6,132,89,12.25,13.13,9.09,11.49,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_109314C,BC_SF10_0197,MUTANT,control,BC-GC1,1,2,G,4,5/24/2016,3,3,3,,6/27/2016,36.93,34,,17.0,2,2,2,7,78,76,11.08,10.40,7.98,9.82,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_133375C,BC_SF11_0018,MUTANT,control,BC-GC1,1,2,G,5,5/24/2016,3,3,3,,6/25/2016,45.31,32,,32.1,2,4,2,6,99,59,13.43,12.46,10.16,12.02,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_108241C,BC_SF10_0178,MUTANT,control,BC-GC1,1,2,G,6,5/24/2016,3,3,3,,6/25/2016,50.33,32,,32.9,3,8,1,3,110,39,10.87,13.10,7.90,10.62,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_132665C,BC_SF11_0003,MUTANT,control,BC-GC1,1,2,H,1,5/24/2016,3,3,2,,7/5/2016,49.51,42,,8.3,2,2,4,4,0,33,,,,,8/3/2016,vv,Lots of algae,BoltDays,,,,,
BC_Expt3pt6,BC,SALK_106961C,BC_SF10_0163,MUTANT,control,BC-GC1,1,2,H,2,5/24/2016,3,3,3,,6/27/2016,54.60,34,,32.8,2,7,1,3,100,50,10.54,13.76,10.08,11.46,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,CS22596,BC_SF08_0273,PHYT,control,BC-GC1,1-2,2,H,3,5/24/2016,3,2,2,,7/2/2016,56.20,39,,25.6,3,3,0,0,64,10,12.39,11.16,8.21,10.59,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_108354C,BC_SF10_0180,MUTANT,control,BC-GC1,1,2,H,4,5/24/2016,3,3,3,,6/28/2016,34.15,35,,12.6,1,5,5,10,0,76,,,,,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,CS22636,BC_SF08_0294,PHYT,control,BC-GC1,1-2,2,H,5,5/24/2016,3,3,3,,6/24/2016,34.51,31,,29.5,1,3,3,11,117,57,7.66,10.80,12.53,10.33,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_117402C,BC_SF10_0314,MUTANT,control,BC-GC1,1,2,H,6,5/24/2016,3,2,3,,6/28/2016,56.44,35,,33.3,2,7,1,3,91,51,13.43,13.50,9.68,12.20,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_132739C,BC_SF11_0004,MUTANT,control,BC-GC1,1,2,I,1,5/24/2016,3,2,3,,7/3/2016,46.04,40,,31.7,1,1,1,3,66,27,11.79,10.57,9.05,10.47,8/3/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_119155C,BC_SF10_0345,MUTANT,control,BC-GC1,1,2,I,2,5/24/2016,3,3,3,,6/27/2016,47.87,34,,32.5,1,2,2,5,100,36,13.74,11.84,8.84,11.47,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,CS22659,BC_SF08_0309,PHYT,control,BC-GC1,1-2,2,I,3,5/24/2016,3,3,3,,6/20/2016,20.38,27,may have bolted 6/19 or 6/18,25.4,3,8,3,7,96,106,12.47,11.17,8.85,10.83,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_115342C,BC_SF10_0279,MUTANT,control,BC-GC1,1,2,I,4,5/24/2016,3,3,3,,6/22/2016,28.17,29,,27.7,2,2,2,4,69,58,9.04,12.00,10.14,10.39,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_110843C,BC_SF10_0216,MUTANT,control,BC-GC1,1,2,I,5,5/24/2016,3,2,2,,6/25/2016,46.37,32,,28.1,1,1,2,5,58,31,12.11,13.44,9.13,11.56,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_120295C,BC_SF10_0364,MUTANT,control,BC-GC1,1,2,I,6,5/24/2016,3,3,3,,6/28/2016,34.90,35,,13.1,2,2,3,6,58,56,,,,,8/3/2016,vv,,,,Has 3 full fruits but 0 lengths,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_108256C,BC_SF10_0179,MUTANT,control,BC-GC1,1,2,J,1,5/24/2016,3,3,3,,6/27/2016,45.56,34,,27.1,1,2,2,4,96,24,13.75,11.99,9.01,11.58,8/3/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,CS22647,BC_SF08_0299,PHYT,control,BC-GC1,1-2,2,J,2,5/24/2016,3,3,3,,6/29/2016,48.21,36,,31.3,1,1,2,2,88,7,11.02,11.21,8.43,10.22,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_112856C,BC_SF10_0242,MUTANT,control,BC-GC1,1,2,J,3,5/24/2016,3,3,3,,6/26/2016,33.47,33,,23.8,2,4,1,1,40,20,11.89,12.41,9.15,11.15,8/3/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_115823C,BC_SF10_0289,MUTANT,control,BC-GC1,1,2,J,4,5/24/2016,3,3,3,,6/25/2016,37.12,32,,24.2,1,2,2,4,85,36,12.59,7.50,9.56,9.88,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_119384C,BC_SF10_0350,MUTANT,control,BC-GC1,1,2,J,5,5/24/2016,3,3,3,,6/28/2016,50.41,35,,31.2,1,2,2,4,80,17,13.00,14.70,10.48,12.73,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_113751C,BC_SF10_0259,MUTANT,control,BC-GC1,1,2,J,6,5/24/2016,3,3,3,,6/24/2016,18.56,31,,9.8,1,4,7,9,0,80,,,,,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_115430C,BC_SF10_0283,MUTANT,control,BC-GC1,1,2,K,1,5/24/2016,3,3,3,,6/28/2016,42.09,35,,10.5,1,1,4,8,71,72,,,,,8/3/2016,vv,Lots of algae,,,Has 3 full fruits but 0 lengths,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_114735C,BC_SF10_0273,MUTANT,control,BC-GC1,1,2,K,2,5/24/2016,3,3,3,,6/27/2016,39.71,34,,32.7,1,1,3,5,92,63,9.89,10.82,8.30,9.67,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_106462C,BC_SF10_0152,MUTANT,control,BC-GC1,1,2,K,3,5/24/2016,3,3,3,,6/27/2016,19.12,34,,6.4,0,0,4,4,0,7,,,,,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_106837C,BC_SF10_0160,MUTANT,control,BC-GC1,1,2,K,4,5/24/2016,3,3,3,,6/26/2016,32.59,33,,20.8,2,4,3,5,78,105,8.70,,,8.70,8/3/2016,vv,,,,Has 3 full fruits but 1 length,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_113000C,BC_SF10_0246,MUTANT,control,BC-GC1,1,2,K,5,5/24/2016,3,3,3,,6/27/2016,46.79,34,,30.5,2,2,1,4,87,34,10.40,11.57,9.41,10.46,8/3/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_111446C,BC_SF10_0230,MUTANT,control,BC-GC1,1,2,K,6,5/24/2016,3,3,3,,6/27/2016,42.32,34,,33.1,3,3,2,5,115,58,9.18,12.66,9.97,10.60,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,CS22617,BC_SF08_0255,PHYT,control,BC-GC1,1-2,2,L,1,5/24/2016,3,3,3,,6/30/2016,20.69,37,,4.6,0,0,3,3,0,6,,,,,8/3/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_118474C,BC_SF10_0334,MUTANT,control,BC-GC1,1,2,L,2,5/24/2016,3,2,3,,7/5/2016,29.51,42,,7.7,0,0,4,4,0,13,,,,,8/3/2016,vv,Lots of algae,BoltDays,,,,,
BC_Expt3pt6,BC,SALK_109126C,BC_SF10_0192,MUTANT,control,BC-GC1,1,2,L,3,5/24/2016,3,3,3,,6/29/2016,33.57,36,,9.6,1,1,4,4,0,23,,,,,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_109219C,BC_SF10_0193,MUTANT,control,BC-GC1,1,2,L,4,5/24/2016,3,2,2,,6/25/2016,45.62,32,,32.7,2,6,2,5,102,67,11.23,13.95,9.74,11.64,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_107932C,BC_SF10_0173,MUTANT,control,BC-GC1,1,2,L,5,5/24/2016,3,3,3,,6/26/2016,33.19,33,,20.3,2,6,3,5,85,138,7.27,,,7.27,8/3/2016,vv,,,,Has 3 full fruits but 1 length,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_106478C,BC_SF10_0155,MUTANT,control,BC-GC1,1,2,L,6,5/24/2016,3,2,3,,6/29/2016,41.34,36,,13.4,2,3,3,9,105,76,5.93,,,5.93,8/3/2016,vv,,Avg_Length,,Has 3 full fruits but 1 length,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_133238C,BC_SF11_0016,MUTANT,control,BC-GC1,2,3,A,1,5/24/2016,3,3,3,,,,,"Very small, DYING 7/13/16, most probably died (7/21)",,,,,,,,,,,,8/1/2016,lg,Dead,,,,,,
BC_Expt3pt6,BC,SALK_132552C,BC_SF11_0001,MUTANT,control,BC-GC1,2,3,A,2,5/24/2016,3,3,3,,6/26/2016,26.98,33,,8.1,0,0,4,4,0,25,,,,,8/1/2016,lg,"Top of main stem dead, no full fruits",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_119384C,BC_SF10_0350,MUTANT,control,BC-GC1,2,3,A,3,5/24/2016,3,2,2,,7/8/2016,17.87,45,,0.5,0,0,0,0,0,0,,,,,8/1/2016,lg,"Top of main stem dead, plant did not grow",BoltDays,,"Plant height less than 0.5 cm, dead main stem",Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_110941C,BC_SF10_0220,MUTANT,control,BC-GC1,2,3,A,4,5/24/2016,3,1,1,,6/29/2016,27.37,36,,9.5,0,0,6,10,21,99,9.85,8.26,6.15,8.09,8/5/2016,lg,Fruits measured from BB,,,,,,
BC_Expt3pt6,BC,SALK_106790C,BC_SF10_0159,MUTANT,control,BC-GC1,2,3,A,5,5/24/2016,3,4,4,1F6,6/25/2016,25.16,32,,21.0,1,3,4,12,93,126,9.43,9.35,8.35,9.04,8/5/2016,lg,Many aborted fruits,,,,,,
BC_Expt3pt6,BC,CS22635,BC_SF08_0279,PHYT,control,BC-GC1,2-1,3,A,6,5/24/2016,3,3,3,,7/2/2016,27.21,39,,3.0,0,0,0,0,0,3,,,,,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_107760C,BC_SF10_0171,MUTANT,control,BC-GC1,2,3,B,1,5/24/2016,3,3,3,,7/3/2016,63.98,40,,29.0,3,3,0,0,92,20,9.92,8.85,9.23,9.33,8/1/2016,lg,,,,,,,
BC_Expt3pt6,BC,CS22596,BC_SF08_0273,PHYT,control,BC-GC1,2-1,3,B,2,5/24/2016,3,2,2,,7/5/2016,50.77,42,,2.8,0,0,0,0,0,7,,,,,8/1/2016,lg,"Top of main stem dead, very short tiny plant",BoltDays,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_111160C,BC_SF10_0224,MUTANT,control,BC-GC1,2,3,B,3,5/24/2016,3,2,2,,6/26/2016,38.73,33,,10.0,0,0,6,6,1,73,8.13,,,8.13,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_115430C,BC_SF10_0283,MUTANT,control,BC-GC1,2,3,B,4,5/24/2016,3,1,1,,6/29/2016,25.65,36,,8.5,0,0,2,5,0,18,,,,,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_114735C,BC_SF10_0273,MUTANT,control,BC-GC1,2,3,B,5,5/24/2016,3,3,3,,6/29/2016,69.92,36,,12.5,0,0,5,11,0,113,,,,,8/1/2016,lg,"Top of main stem dead, all aborted fruits",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_118474C,BC_SF10_0334,MUTANT,control,BC-GC1,2,3,B,6,5/24/2016,3,3,3,,7/7/2016,57.13,44,,2.5,0,0,1,1,0,12,,,,,8/1/2016,lg,Top of main stem dead,BoltDays,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,COL70000,BC_SF08_0303,PHYT,control,BC-GC1,2-1,3,C,1,5/24/2016,3,0,0,1F5,6/26/2016,32.19,33,,20.0,1,1,4,5,35,31,9.67,8.63,8.61,8.97,8/1/2016,lg,The number of aborted fruits is almost the same as the number of full fruits,,,,,,
BC_Expt3pt6,BC,SALK_113788C,BC_SF10_0261,MUTANT,control,BC-GC1,2,3,C,2,5/24/2016,3,2,2,,7/2/2016,64.35,39,,7.5,2,4,4,7,32,55,9.12,8.57,7.77,8.49,8/5/2016,lg,Fruits measured from BB,,,,,,
BC_Expt3pt6,BC,SALK_107453C,BC_SF10_0169,MUTANT,control,BC-GC1,2,3,C,3,5/24/2016,3,2,2,,,,,probably it has been bolted the 25th,29.0,3,3,4,9,117,45,11.07,10.72,6.89,9.56,8/1/2016,lg,,,,Probably bolted earlier,Y,Y,Deleted bolting data because date was off by more than 2 days
BC_Expt3pt6,BC,SALK_109522C,BC_SF10_0201,MUTANT,control,BC-GC1,2,3,C,4,5/24/2016,3,3,3,,6/21/2016,39.50,28,,7.0,0,0,8,8,0,56,,,,,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_111347C,BC_SF10_0227,MUTANT,control,BC-GC1,2,3,C,5,5/24/2016,3,3,3,,6/25/2016,47.25,32,,12.0,2,2,4,12,69,107,11.04,10.55,9.40,10.33,8/5/2016,lg,Many aborted fruits,,,,,,
BC_Expt3pt6,BC,CS22647,BC_SF08_0299,PHYT,control,BC-GC1,2-1,3,C,6,5/24/2016,3,3,3,,6/26/2016,43.66,33,,8.5,1,1,1,1,0,18,,,,,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_108660C,BC_SF10_0185,MUTANT,control,BC-GC1,2,3,D,1,5/24/2016,3,1,1,,6/26/2016,64.91,33,,31.0,3,12,1,3,111,39,10.94,9.57,7.59,9.37,8/1/2016,lg,,,,,,,
BC_Expt3pt6,BC,SALK_132916C,BC_SF11_0010,MUTANT,control,BC-GC1,2,3,D,2,5/24/2016,3,3,4,1G1,7/1/2016,47.52,38,,13.0,2,2,2,7,36,49,10.92,10.35,10.38,10.55,8/5/2016,lg,"Fruits measured from BB, many aborted fruits",,,,,,
BC_Expt3pt6,BC,SALK_109219C,BC_SF10_0193,MUTANT,control,BC-GC1,2,3,D,3,5/24/2016,3,2,2,,6/29/2016,46.54,36,,11.0,1,1,3,3,3,114,7.92,7.13,6.23,7.09,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_109895C,BC_SF10_0203,MUTANT,control,BC-GC1,2,3,D,4,5/24/2016,3,3,3,,6/25/2016,48.11,32,,15.0,1,1,7,15,4,75,12.00,11.17,6.51,9.89,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_110231C,BC_SF10_0210,MUTANT,control,BC-GC1,2,3,D,5,5/24/2016,3,3,3,,6/27/2016,48.63,34,,18.0,2,3,4,10,61,102,10.20,8.85,6.52,8.52,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_107932C,BC_SF10_0173,MUTANT,control,BC-GC1,2,3,D,6,5/24/2016,3,3,3,,6/26/2016,24.76,33,,6.0,0,0,4,4,0,33,,,,,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_114538C,BC_SF10_0271,MUTANT,control,BC-GC1,2,3,E,1,5/24/2016,3,3,3,,6/29/2016,54.88,36,,16.5,2,2,4,10,72,61,10.30,8.69,7.86,8.95,8/1/2016,lg,Many aborted fruits,,,,,,
BC_Expt3pt6,BC,SALK_132964C,BC_SF11_0013,MUTANT,control,BC-GC1,2,3,E,2,5/24/2016,3,2,2,,6/26/2016,54.23,33,,32.0,1,3,3,9,150,73,11.00,9.18,7.51,9.23,7/29/2016,lg,,,,,,,
BC_Expt3pt6,BC,SALK_114276C,BC_SF10_0268,MUTANT,control,BC-GC1,2,3,E,3,5/24/2016,3,3,3,,6/29/2016,51.35,36,,9.0,0,0,6,6,0,24,,,,,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,CS22658,BC_SF08_0315,PHYT,control,BC-GC1,2-1,3,E,4,5/24/2016,3,0,0,4B3,7/11/2016,16.28,48,,5.0,1,1,1,1,0,14,,,,,8/1/2016,lg,"Top of main stem dead, no full fruits",BoltDays,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,CS22633,BC_SF08_0267,PHYT,control,BC-GC1,2-1,3,E,5,5/24/2016,3,1,1,,6/24/2016,39.53,31,,8.0,1,1,5,5,0,40,,,,,8/1/2016,lg,"Top of main stem dead, no full fruits",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_107228C,BC_SF10_0168,MUTANT,control,BC-GC1,2,3,E,6,5/24/2016,3,4,4,1H1,6/27/2016,31.67,34,,28.7,3,3,2,6,109,24,9.56,7.76,8.21,8.51,7/29/2016,lg,,,,,,,
BC_Expt3pt6,BC,CS22652,BC_SF08_0285,PHYT,control,BC-GC1,2-1,3,F,1,5/24/2016,3,3,3,,6/20/2016,28.52,27,,11.2,1,2,7,12,1,89,5.62,,,5.62,8/1/2016,lg,Top of main stem dead,Avg_Length,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_119044C,BC_SF10_0340,MUTANT,control,BC-GC1,2,3,F,2,5/24/2016,3,2,2,,6/25/2016,39.42,32,,9.0,1,1,3,3,0,31,,,,,8/1/2016,lg,"Top of main stem dead, no full fruits",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_110843C,BC_SF10_0216,MUTANT,control,BC-GC1,2,3,F,3,5/24/2016,3,1,1,,7/1/2016,34.56,38,,13.7,1,1,3,3,0,56,,,,,8/1/2016,lg,"Top of main stem dead, no full fruits",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_106754C,BC_SF10_0158,MUTANT,control,BC-GC1,2,3,F,4,5/24/2016,3,3,3,,6/23/2016,39.75,30,,7.7,0,0,5,5,0,41,,,,,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_109389C,BC_SF10_0199,MUTANT,control,BC-GC1,2,3,F,5,5/24/2016,3,3,3,,6/25/2016,45.70,32,,23.0,1,2,3,7,78,88,9.76,9.70,10.68,10.05,7/29/2016,lg,Two branches off main branch that have almost all aborted fruits,,,,,,
BC_Expt3pt6,BC,CS22636,BC_SF08_0294,PHYT,control,BC-GC1,2-1,3,F,6,5/24/2016,3,3,3,,6/26/2016,36.98,33,,16.5,1,2,6,12,39,88,8.12,7.63,6.65,7.47,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_132665C,BC_SF11_0003,MUTANT,control,BC-GC1,2,3,G,1,5/24/2016,3,2,2,,6/28/2016,52.86,35,,31.0,1,1,1,1,49,17,10.99,9.92,8.53,9.81,7/29/2016,lg,,,,,,,
BC_Expt3pt6,BC,SALK_106961C,BC_SF10_0163,MUTANT,control,BC-GC1,2,3,G,2,5/24/2016,3,2,2,,6/26/2016,29.11,33,,5.1,0,0,2,3,0,25,,,,,8/1/2016,lg,"Top of main stem dead, no full fruits",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_113956C,BC_SF10_0265,MUTANT,control,BC-GC1,2,3,G,3,5/24/2016,3,2,2,,6/25/2016,38.98,32,,4.7,0,0,5,5,0,29,,,,,8/1/2016,lg,"Top of main stem dead, no full fruits",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_133231C,BC_SF11_0015,MUTANT,control,BC-GC1,2,3,G,4,5/24/2016,3,2,3,,6/25/2016,40.62,32,,9.5,0,0,6,6,1,33,7.26,,,7.26,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_110076C,BC_SF10_0208,MUTANT,control,BC-GC1,2,3,G,5,5/24/2016,3,2,2,,6/28/2016,56.50,35,,16.0,1,1,6,6,0,61,,,,,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_113099C,BC_SF10_0248,MUTANT,control,BC-GC1,2,3,G,6,5/24/2016,3,4,4,1A4,6/28/2016,47.55,35,,9.0,2,2,4,6,42,33,10.72,10.22,9.22,10.05,8/5/2016,lg,Fruits from a BB,,,,,,
BC_Expt3pt6,BC,SALK_113296C,BC_SF10_0251,MUTANT,control,BC-GC1,2,3,H,1,5/24/2016,3,2,2,,6/25/2016,37.35,32,,16.0,2,7,6,12,13,75,6.75,6.63,6.23,6.54,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_106462C,BC_SF10_0152,MUTANT,control,BC-GC1,2,3,H,2,5/24/2016,3,4,4,2K3,6/29/2016,32.68,36,,29.5,1,1,3,5,87,59,10.11,8.79,8.82,9.24,8/1/2016,lg,,,,,,,
BC_Expt3pt6,BC,SALK_133028C,BC_SF11_0014,MUTANT,control,BC-GC1,2,3,H,3,5/24/2016,3,3,3,,6/30/2016,40.96,37,,2.5,0,0,2,2,0,14,,,,,8/1/2016,lg,"Top of main stem dead, plant very small",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_106839C,BC_SF10_0161,MUTANT,control,BC-GC1,2,3,H,4,5/24/2016,3,3,3,,6/27/2016,40.28,34,,7.5,0,0,5,5,0,34,,,,,8/1/2016,lg,Top of main stem dead,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_107943C,BC_SF10_0174,MUTANT,control,BC-GC1,2,3,H,5,5/24/2016,3,3,3,,6/26/2016,47.54,33,,32.0,2,6,3,7,128,109,10.02,9.66,9.46,9.71,7/29/2016,lg,Many aborted fruits,,,,,,
BC_Expt3pt6,BC,CS22659,BC_SF08_0309,PHYT,control,BC-GC1,2-1,3,H,6,5/24/2016,3,2,2,,6/20/2016,36.59,27,may have bolted 6/19 or 6/18,30.0,2,5,5,16,72,125,8.79,6.69,6.29,7.26,8/1/2016,lg,Many aborted fruits,,,,,,
BC_Expt3pt6,BC,SALK_114895C,BC_SF10_0276,MUTANT,control,BC-GC1,2,3,I,1,5/24/2016,3,3,3,,6/27/2016,55.94,34,,35.5,3,5,2,4,105,92,11.00,10.69,9.68,10.46,8/5/2016,lg,,,,,,,
BC_Expt3pt6,BC,SALK_108953C,BC_SF10_0191,MUTANT,control,BC-GC1,2,3,I,2,5/24/2016,3,2,1,,6/27/2016,72.83,34,,39.0,3,7,0,0,121,23,11.94,11.26,10.69,11.30,7/29/2016,lg,,,,,,,
BC_Expt3pt6,BC,SALK_112162C,BC_SF10_0236,MUTANT,control,BC-GC1,2,3,I,3,5/24/2016,3,3,3,,6/24/2016,35.16,31,,17.5,1,3,11,28,67,77,9.24,8.49,8.29,8.67,8/5/2016,lg,Many BB and aborted fruits,"Total_Branches, cck checked, got 27 totbr",,,,,
BC_Expt3pt6,BC,SALK_115788C,BC_SF10_0287,MUTANT,control,BC-GC1,2,3,I,4,5/24/2016,3,2,2,,6/25/2016,52.35,32,,27.5,2,6,3,9,112,128,10.74,10.60,9.84,10.39,8/5/2016,lg,Many aborted fruits,,,,,,
BC_Expt3pt6,BC,SALK_115366C,BC_SF10_0280,MUTANT,control,BC-GC1,2,3,I,5,5/24/2016,3,3,3,,6/25/2016,64.75,32,,34.0,2,3,2,2,130,26,10.60,9.92,10.45,10.32,7/29/2016,lg,,,,,,,
BC_Expt3pt6,BC,SALK_132943C,BC_SF11_0012,MUTANT,control,BC-GC1,2,3,I,6,5/24/2016,3,3,3,,6/24/2016,66.31,31,,35.7,2,8,2,5,111,64,10.94,9.76,10.02,10.24,7/29/2016,lg,,,,,,,
BC_Expt3pt6,BC,SALK_109360C,BC_SF10_0198,MUTANT,control,BC-GC1,2,3,J,1,5/24/2016,3,2,2,,6/29/2016,26.03,36,buds died (7/12),2.0,0,0,0,0,0,4,,,,,8/5/2016,lg,"Top of main stem dead, very tiny plant",,,Dead main stem,Y,,HSC says to leave as is
